4	NULL	_rating_sociolinguistic_appropriateness2	0
4	NULL	_rating_vocabulary_control	B2
4	NULL	_rating_vocabulary_control2	B2
4	NULL	_rating_vocabulary_range	B2
4	NULL	_rating_vocabulary_range2	B2
4	NULL	_task_formality	
4	NULL	_task_id	B2PS0202_pritel
4	NULL	_task_topic	napsat esej na tema V nouzi poznas pritele
4	NULL	_task_topic_en	write an essay A friend in need is a friend indeed
4	NULL	_task_type	2
4	NULL	_test_language	Czech
4	NULL	_test_level_cefr	B2
4	NULL	_text_type	essay
4	NULL	_task_versions	1
5	NULL	_author_id	0634
5	NULL	_author	0634
5	NULL	_author_L1	German
5	NULL	_author_age	not reported
5	NULL	_author_gender	male
5	NULL	_rating_coherence	B1
5	NULL	_rating_coherence2	
5	NULL	_rating_fair_cefr	B1+
5	NULL	_rating_fair_cefr_rough	B1
5	NULL	_rating_general_linguistic_range	B1
5	NULL	_rating_general_linguistic_range2	
5	NULL	_rating_grammatical_accuracy	B1
5	NULL	_rating_grammatical_accuracy2	
5	NULL	_rating_orthography	B2
5	NULL	_rating_orthography2	
5	NULL	_rating_sociolinguistic_appropriateness	B2
5	NULL	_rating_sociolinguistic_appropriateness2	
5	NULL	_rating_vocabulary_control	B2
5	NULL	_rating_vocabulary_control2	
5	NULL	_rating_vocabulary_range	B1
5	NULL	_rating_vocabulary_range2	
5	NULL	_task_formality	
5	NULL	_task_id	1_Alena
5	NULL	_task_topic	napsat odpoved' Alene na jeji email
5	NULL	_task_topic_en	answer to the email of Alena
5	NULL	_task_type	2
5	NULL	_test_language	Czech
5	NULL	_test_level_cefr	B1
5	NULL	_text_type	email
5	NULL	_task_versions	1
6	NULL	_author_id	0816
6	NULL	_author	0816
6	NULL	_author_L1	German
6	NULL	_author_age	not reported
6	NULL	_author_gender	male
6	NULL	_rating_coherence	B1
6	NULL	_rating_coherence2	
6	NULL	_rating_fair_cefr	B1+
6	NULL	_rating_fair_cefr_rough	B1
6	NULL	_rating_general_linguistic_range	B1
6	NULL	_rating_general_linguistic_range2	
6	NULL	_rating_grammatical_accuracy	B1
6	NULL	_rating_grammatical_accuracy2	
6	NULL	_rating_orthography	B2
6	NULL	_rating_orthography2	
6	NULL	_rating_sociolinguistic_appropriateness	B2
6	NULL	_rating_sociolinguistic_appropriateness2	
6	NULL	_rating_vocabulary_control	B2
6	NULL	_rating_vocabulary_control2	
6	NULL	_rating_vocabulary_range	B1
6	NULL	_rating_vocabulary_range2	
6	NULL	_task_formality	
6	NULL	_task_id	1_Alena
6	NULL	_task_topic	napsat odpoved' Alene na jeji email
6	NULL	_task_topic_en	answer to the email of Alena
6	NULL	_task_type	2
6	NULL	_test_language	Czech
6	NULL	_test_level_cefr	B1
6	NULL	_text_type	email
6	NULL	_task_versions	1
7	NULL	_author_id	MOS0611013
7	NULL	_author	MOS0611013
7	NULL	_author_L1	Russian
7	NULL	_author_age	2029
7	NULL	_author_gender	female
7	NULL	_rating_coherence	B2
7	NULL	_rating_coherence2	
7	NULL	_rating_fair_cefr	B1+
7	NULL	_rating_fair_cefr_rough	B1
7	NULL	_rating_general_linguistic_range	B2
7	NULL	_rating_general_linguistic_range2	
7	NULL	_rating_grammatical_accuracy	B1
7	NULL	_rating_grammatical_accuracy2	
7	NULL	_rating_orthography	B2
7	NULL	_rating_orthography2	
7	NULL	_rating_sociolinguistic_appropriateness	0
7	NULL	_rating_sociolinguistic_appropriateness2	
7	NULL	_rating_vocabulary_control	B1
7	NULL	_rating_vocabulary_control2	
7	NULL	_rating_vocabulary_range	B2
7	NULL	_rating_vocabulary_range2	
7	NULL	_task_formality	
7	NULL	_task_id	B2PS0202_pritel
7	NULL	_task_topic	napsat esej na tema V nouzi poznas pritele
7	NULL	_task_topic_en	write an essay A friend in need is a friend indeed
7	NULL	_task_type	2
7	NULL	_test_language	Czech
7	NULL	_test_level_cefr	B2
7	NULL	_text_type	essay
7	NULL	_task_versions	1
8	NULL	_author_id	VAR0910011
8	NULL	_author	VAR0910011
8	NULL	_author_L1	Polish
8	NULL	_author_age	2029
8	NULL	_author_gender	female
8	NULL	_rating_coherence	B2
8	NULL	_rating_coherence2	
8	NULL	_rating_fair_cefr	B1+
8	NULL	_rating_fair_cefr_rough	B1
8	NULL	_rating_general_linguistic_range	B2
8	NULL	_rating_general_linguistic_range2	
8	NULL	_rating_grammatical_accuracy	B2
8	NULL	_rating_grammatical_accuracy2	
8	NULL	_rating_orthography	B1
8	NULL	_rating_orthography2	
8	NULL	_rating_sociolinguistic_appropriateness	0
8	NULL	_rating_sociolinguistic_appropriateness2	
8	NULL	_rating_vocabulary_control	B1
8	NULL	_rating_vocabulary_control2	
8	NULL	_rating_vocabulary_range	B2
8	NULL	_rating_vocabulary_range2	
8	NULL	_task_formality	
8	NULL	_task_id	B2PS0201_saty
8	NULL	_task_topic	napsat esej na tema Saty delaji cloveka
8	NULL	_task_topic_en	write an essay Clothes make the man
8	NULL	_task_type	2
8	NULL	_test_language	Czech
8	NULL	_test_level_cefr	B2
8	NULL	_text_type	essay
8	NULL	_task_versions	1
9	NULL	_author_id	PHA0411012B
9	NULL	_author	PHA0411012
9	NULL	_author_L1	Spanish
9	NULL	_author_age	2029
9	NULL	_author_gender	male
9	NULL	_rating_coherence	A2
9	NULL	_rating_coherence2	
9	NULL	_rating_fair_cefr	A2
9	NULL	_rating_fair_cefr_rough	A2
9	NULL	_rating_general_linguistic_range	A2
9	NULL	_rating_general_linguistic_range2	
9	NULL	_rating_grammatical_accuracy	A2
9	NULL	_rating_grammatical_accuracy2	
9	NULL	_rating_orthography	B1
9	NULL	_rating_orthography2	
9	NULL	_rating_sociolinguistic_appropriateness	0
9	NULL	_rating_sociolinguistic_appropriateness2	
9	NULL	_rating_vocabulary_control	A2
9	NULL	_rating_vocabulary_control2	
9	NULL	_rating_vocabulary_range	A2
9	NULL	_rating_vocabulary_range2	
9	NULL	_task_formality	
9	NULL	_task_id	A2PS0202_more
9	NULL	_task_topic	popsat fotografii koupani se v mori
9	NULL	_task_topic_en	describe a photo swimming in the sea 
9	NULL	_task_type	2
9	NULL	_test_language	Czech
9	NULL	_test_level_cefr	A2
9	NULL	_text_type	description
9	NULL	_task_versions	1
10	NULL	_author_id	PHA0809010
10	NULL	_author	PHA0809010
10	NULL	_author_L1	French
10	NULL	_author_age	1519
10	NULL	_author_gender	female
10	NULL	_rating_coherence	B1
10	NULL	_rating_coherence2	
10	NULL	_rating_fair_cefr	B1
10	NULL	_rating_fair_cefr_rough	B1
10	NULL	_rating_general_linguistic_range	B1
10	NULL	_rating_general_linguistic_range2	
10	NULL	_rating_grammatical_accuracy	B1
10	NULL	_rating_grammatical_accuracy2	
10	NULL	_rating_orthography	B1
10	NULL	_rating_orthography2	
10	NULL	_rating_sociolinguistic_appropriateness	0
10	NULL	_rating_sociolinguistic_appropriateness2	
10	NULL	_rating_vocabulary_control	B2
10	NULL	_rating_vocabulary_control2	
10	NULL	_rating_vocabulary_range	B1
10	NULL	_rating_vocabulary_range2	
10	NULL	_task_formality	
10	NULL	_task_id	B2PS0200_doma
10	NULL	_task_topic	napsat esej na tema Vsude dobre doma nejlepe
10	NULL	_task_topic_en	write an essay Everywhere well but at home the best
10	NULL	_task_type	2
10	NULL	_test_language	Czech
10	NULL	_test_level_cefr	B2
10	NULL	_text_type	essay
10	NULL	_task_versions	1
11	NULL	_author_id	KYJ0611005A
11	NULL	_author	KYJ0611005
11	NULL	_author_L1	Other
11	NULL	_author_age	1519
11	NULL	_author_gender	male
11	NULL	_rating_coherence	A2
11	NULL	_rating_coherence2	
11	NULL	_rating_fair_cefr	A2
11	NULL	_rating_fair_cefr_rough	A2
11	NULL	_rating_general_linguistic_range	A2
11	NULL	_rating_general_linguistic_range2	
11	NULL	_rating_grammatical_accuracy	A2
11	NULL	_rating_grammatical_accuracy2	
11	NULL	_rating_orthography	A2
11	NULL	_rating_orthography2	
11	NULL	_rating_sociolinguistic_appropriateness	A2
11	NULL	_rating_sociolinguistic_appropriateness2	
11	NULL	_rating_vocabulary_control	A1
11	NULL	_rating_vocabulary_control2	
11	NULL	_rating_vocabulary_range	A2
11	NULL	_rating_vocabulary_range2	
11	NULL	_task_formality	
11	NULL	_task_id	A2PS0102_oslava
11	NULL	_task_topic	reagovat na oslavu k narozeninám
11	NULL	_task_topic_en	answering on a birthday invitation 
11	NULL	_task_type	1
11	NULL	_test_language	Czech
11	NULL	_test_level_cefr	A2
11	NULL	_text_type	email
11	NULL	_task_versions	1
12	NULL	_author_id	PHA0810004
12	NULL	_author	PHA0810004
12	NULL	_author_L1	Russian
12	NULL	_author_age	4049
12	NULL	_author_gender	male
12	NULL	_rating_coherence	B2
12	NULL	_rating_coherence2	
12	NULL	_rating_fair_cefr	B1+
12	NULL	_rating_fair_cefr_rough	B1
12	NULL	_rating_general_linguistic_range	B2
12	NULL	_rating_general_linguistic_range2	
12	NULL	_rating_grammatical_accuracy	A2
12	NULL	_rating_grammatical_accuracy2	
12	NULL	_rating_orthography	B1
12	NULL	_rating_orthography2	
12	NULL	_rating_sociolinguistic_appropriateness	0
12	NULL	_rating_sociolinguistic_appropriateness2	
12	NULL	_rating_vocabulary_control	B2
12	NULL	_rating_vocabulary_control2	
12	NULL	_rating_vocabulary_range	B2
12	NULL	_rating_vocabulary_range2	
12	NULL	_task_formality	
12	NULL	_task_id	B2PS0202_pritel
12	NULL	_task_topic	napsat esej na tema V nouzi poznas pritele
12	NULL	_task_topic_en	write an essay A friend in need is a friend indeed
12	NULL	_task_type	2
12	NULL	_test_language	Czech
12	NULL	_test_level_cefr	B2
12	NULL	_text_type	essay
12	NULL	_task_versions	1
13	NULL	_author_id	PHA0111005A
13	NULL	_author	PHA0111005
13	NULL	_author_L1	Russian
13	NULL	_author_age	1519
13	NULL	_author_gender	female
13	NULL	_rating_coherence	B1
13	NULL	_rating_coherence2	
13	NULL	_rating_fair_cefr	A2+
13	NULL	_rating_fair_cefr_rough	A2
13	NULL	_rating_general_linguistic_range	A2
13	NULL	_rating_general_linguistic_range2	
13	NULL	_rating_grammatical_accuracy	A2
13	NULL	_rating_grammatical_accuracy2	
13	NULL	_rating_orthography	B2
13	NULL	_rating_orthography2	
13	NULL	_rating_sociolinguistic_appropriateness	A2
13	NULL	_rating_sociolinguistic_appropriateness2	
13	NULL	_rating_vocabulary_control	A2
13	NULL	_rating_vocabulary_control2	
13	NULL	_rating_vocabulary_range	A2
13	NULL	_rating_vocabulary_range2	
13	NULL	_task_formality	
13	NULL	_task_id	A2PS0102_oslava
13	NULL	_task_topic	reagovat na oslavu k narozeninám
13	NULL	_task_topic_en	answering on a birthday invitation 
13	NULL	_task_type	1
13	NULL	_test_language	Czech
13	NULL	_test_level_cefr	A2
13	NULL	_text_type	email
13	NULL	_task_versions	1
14	NULL	_author_id	PHA0510002B
14	NULL	_author	PHA0510002
14	NULL	_author_L1	Other
14	NULL	_author_age	1519
14	NULL	_author_gender	female
14	NULL	_rating_coherence	B1
14	NULL	_rating_coherence2	A2
14	NULL	_rating_fair_cefr	A2+
14	NULL	_rating_fair_cefr_rough	A2
14	NULL	_rating_general_linguistic_range	A2
14	NULL	_rating_general_linguistic_range2	A2
14	NULL	_rating_grammatical_accuracy	B1
14	NULL	_rating_grammatical_accuracy2	B1
14	NULL	_rating_orthography	B1
14	NULL	_rating_orthography2	B1
14	NULL	_rating_sociolinguistic_appropriateness	0
14	NULL	_rating_sociolinguistic_appropriateness2	0
14	NULL	_rating_vocabulary_control	A2
14	NULL	_rating_vocabulary_control2	B1
14	NULL	_rating_vocabulary_range	A2
14	NULL	_rating_vocabulary_range2	A2
14	NULL	_task_formality	
14	NULL	_task_id	A2PS0201_hriste
14	NULL	_task_topic	popsat fotografii hriste
14	NULL	_task_topic_en	describe a photo playground
14	NULL	_task_type	2
14	NULL	_test_language	Czech
14	NULL	_test_level_cefr	A2
14	NULL	_text_type	description
14	NULL	_task_versions	1
15	NULL	_author_id	PHA0510038
15	NULL	_author	PHA0510038
15	NULL	_author_L1	Other
15	NULL	_author_age	2029
15	NULL	_author_gender	female
15	NULL	_rating_coherence	B2
15	NULL	_rating_coherence2	
15	NULL	_rating_fair_cefr	B2
15	NULL	_rating_fair_cefr_rough	B2
15	NULL	_rating_general_linguistic_range	B2
15	NULL	_rating_general_linguistic_range2	
15	NULL	_rating_grammatical_accuracy	B2
15	NULL	_rating_grammatical_accuracy2	
15	NULL	_rating_orthography	B2
15	NULL	_rating_orthography2	
15	NULL	_rating_sociolinguistic_appropriateness	0
15	NULL	_rating_sociolinguistic_appropriateness2	
15	NULL	_rating_vocabulary_control	B2
15	NULL	_rating_vocabulary_control2	
15	NULL	_rating_vocabulary_range	B2
15	NULL	_rating_vocabulary_range2	
15	NULL	_task_formality	
15	NULL	_task_id	B2PS0201_hlava
15	NULL	_task_topic	napsat esej na tema Vic hlav vic vi
15	NULL	_task_topic_en	write an essay More people know more
15	NULL	_task_type	2
15	NULL	_test_language	Czech
15	NULL	_test_level_cefr	B2
15	NULL	_text_type	essay
15	NULL	_task_versions	1
16	NULL	_author_id	0913
16	NULL	_author	0913
16	NULL	_author_L1	German
16	NULL	_author_age	not reported
16	NULL	_author_gender	female
16	NULL	_rating_coherence	B1
16	NULL	_rating_coherence2	
16	NULL	_rating_fair_cefr	B1
16	NULL	_rating_fair_cefr_rough	B1
16	NULL	_rating_general_linguistic_range	B1
16	NULL	_rating_general_linguistic_range2	
16	NULL	_rating_grammatical_accuracy	B1
16	NULL	_rating_grammatical_accuracy2	
16	NULL	_rating_orthography	B1
16	NULL	_rating_orthography2	
16	NULL	_rating_sociolinguistic_appropriateness	B1
16	NULL	_rating_sociolinguistic_appropriateness2	
16	NULL	_rating_vocabulary_control	B1
16	NULL	_rating_vocabulary_control2	
16	NULL	_rating_vocabulary_range	B1
16	NULL	_rating_vocabulary_range2	
16	NULL	_task_formality	
16	NULL	_task_id	2_Jana
16	NULL	_task_topic	napsat odpoved' Jane na jeji email
16	NULL	_task_topic_en	answer to the email of Jana
16	NULL	_task_type	2
16	NULL	_test_language	Czech
16	NULL	_test_level_cefr	B1
16	NULL	_text_type	email
16	NULL	_task_versions	1
17	NULL	_author_id	0826
17	NULL	_author	0826
17	NULL	_author_L1	German
17	NULL	_author_age	not reported
17	NULL	_author_gender	female
17	NULL	_rating_coherence	B1
17	NULL	_rating_coherence2	
17	NULL	_rating_fair_cefr	A2+
17	NULL	_rating_fair_cefr_rough	A2
17	NULL	_rating_general_linguistic_range	B1
17	NULL	_rating_general_linguistic_range2	
17	NULL	_rating_grammatical_accuracy	A2
17	NULL	_rating_grammatical_accuracy2	
17	NULL	_rating_orthography	B1
17	NULL	_rating_orthography2	
17	NULL	_rating_sociolinguistic_appropriateness	B1
17	NULL	_rating_sociolinguistic_appropriateness2	
17	NULL	_rating_vocabulary_control	B1
17	NULL	_rating_vocabulary_control2	
17	NULL	_rating_vocabulary_range	A2
17	NULL	_rating_vocabulary_range2	
17	NULL	_task_formality	
17	NULL	_task_id	1_Alena
17	NULL	_task_topic	napsat odpoved' Alene na jeji email
17	NULL	_task_topic_en	answer to the email of Alena
17	NULL	_task_type	2
17	NULL	_test_language	Czech
17	NULL	_test_level_cefr	B1
17	NULL	_text_type	email
17	NULL	_task_versions	1
18	NULL	_author_id	PHA0411061
18	NULL	_author	PHA0411061
18	NULL	_author_L1	Russian
18	NULL	_author_age	1519
18	NULL	_author_gender	male
18	NULL	_rating_coherence	B2
18	NULL	_rating_coherence2	
18	NULL	_rating_fair_cefr	B2
18	NULL	_rating_fair_cefr_rough	B2
18	NULL	_rating_general_linguistic_range	B2
18	NULL	_rating_general_linguistic_range2	
18	NULL	_rating_grammatical_accuracy	B2
18	NULL	_rating_grammatical_accuracy2	
18	NULL	_rating_orthography	B2
18	NULL	_rating_orthography2	
18	NULL	_rating_sociolinguistic_appropriateness	0
18	NULL	_rating_sociolinguistic_appropriateness2	
18	NULL	_rating_vocabulary_control	B1
18	NULL	_rating_vocabulary_control2	
18	NULL	_rating_vocabulary_range	B2
18	NULL	_rating_vocabulary_range2	
18	NULL	_task_formality	
18	NULL	_task_id	B2PS0202_kolace
18	NULL	_task_topic	napsat esej na tema Bez prace nejsou kolace
18	NULL	_task_topic_en	write an essay No pain no gain
18	NULL	_task_type	2
18	NULL	_test_language	Czech
18	NULL	_test_level_cefr	B2
18	NULL	_text_type	essay
18	NULL	_task_versions	1
19	NULL	_author_id	LON0610002A
19	NULL	_author	LON0610002
19	NULL	_author_L1	English
19	NULL	_author_age	3039
19	NULL	_author_gender	male
19	NULL	_rating_coherence	B1
19	NULL	_rating_coherence2	
19	NULL	_rating_fair_cefr	A2+
19	NULL	_rating_fair_cefr_rough	A2
19	NULL	_rating_general_linguistic_range	A2
19	NULL	_rating_general_linguistic_range2	
19	NULL	_rating_grammatical_accuracy	B1
19	NULL	_rating_grammatical_accuracy2	
19	NULL	_rating_orthography	B1
19	NULL	_rating_orthography2	
19	NULL	_rating_sociolinguistic_appropriateness	A2
19	NULL	_rating_sociolinguistic_appropriateness2	
19	NULL	_rating_vocabulary_control	A2
19	NULL	_rating_vocabulary_control2	
19	NULL	_rating_vocabulary_range	A2
19	NULL	_rating_vocabulary_range2	
19	NULL	_task_formality	
19	NULL	_task_id	A2PS0101_hotel
19	NULL	_task_topic	napsat email hotelu
19	NULL	_task_topic_en	write an email to a hotel
19	NULL	_task_type	1
19	NULL	_test_language	Czech
19	NULL	_test_level_cefr	A2
19	NULL	_text_type	email
19	NULL	_task_versions	1
20	NULL	_author_id	PHA0509041
20	NULL	_author	PHA0509041
20	NULL	_author_L1	French
20	NULL	_author_age	2029
20	NULL	_author_gender	female
20	NULL	_rating_coherence	B2
20	NULL	_rating_coherence2	B2
20	NULL	_rating_fair_cefr	B1+
20	NULL	_rating_fair_cefr_rough	B1
20	NULL	_rating_general_linguistic_range	B2
20	NULL	_rating_general_linguistic_range2	B2
20	NULL	_rating_grammatical_accuracy	B1
20	NULL	_rating_grammatical_accuracy2	B1
20	NULL	_rating_orthography	B2
20	NULL	_rating_orthography2	B1
20	NULL	_rating_sociolinguistic_appropriateness	0
20	NULL	_rating_sociolinguistic_appropriateness2	0
20	NULL	_rating_vocabulary_control	B2
20	NULL	_rating_vocabulary_control2	B2
20	NULL	_rating_vocabulary_range	B2
20	NULL	_rating_vocabulary_range2	B2
20	NULL	_task_formality	
20	NULL	_task_id	B2PS0200_doma
20	NULL	_task_topic	napsat esej na tema Vsude dobre doma nejlepe
20	NULL	_task_topic_en	write an essay Everywhere well but at home the best
20	NULL	_task_type	2
20	NULL	_test_language	Czech
20	NULL	_test_level_cefr	B2
20	NULL	_text_type	essay
20	NULL	_task_versions	1
21	NULL	_author_id	PHA0112006B
21	NULL	_author	PHA0112006
21	NULL	_author_L1	Other
21	NULL	_author_age	3039
21	NULL	_author_gender	female
21	NULL	_rating_coherence	B1
21	NULL	_rating_coherence2	
21	NULL	_rating_fair_cefr	B1+
21	NULL	_rating_fair_cefr_rough	B1
21	NULL	_rating_general_linguistic_range	B1
21	NULL	_rating_general_linguistic_range2	
21	NULL	_rating_grammatical_accuracy	B1
21	NULL	_rating_grammatical_accuracy2	
21	NULL	_rating_orthography	B2
21	NULL	_rating_orthography2	
21	NULL	_rating_sociolinguistic_appropriateness	0
21	NULL	_rating_sociolinguistic_appropriateness2	
21	NULL	_rating_vocabulary_control	B2
21	NULL	_rating_vocabulary_control2	
21	NULL	_rating_vocabulary_range	B1
21	NULL	_rating_vocabulary_range2	
21	NULL	_task_formality	
21	NULL	_task_id	A2PS0201_hriste
21	NULL	_task_topic	popsat fotografii hriste
21	NULL	_task_topic_en	describe a photo playground
21	NULL	_task_type	2
21	NULL	_test_language	Czech
21	NULL	_test_level_cefr	A2
21	NULL	_text_type	description
21	NULL	_task_versions	1
22	NULL	_author_id	0909
22	NULL	_author	0909
22	NULL	_author_L1	
22	NULL	_author_age	not reported
22	NULL	_author_gender	male
22	NULL	_rating_coherence	-1
22	NULL	_rating_coherence2	
22	NULL	_rating_fair_cefr	
22	NULL	_rating_fair_cefr_rough	
22	NULL	_rating_general_linguistic_range	-1
22	NULL	_rating_general_linguistic_range2	
22	NULL	_rating_grammatical_accuracy	-1
22	NULL	_rating_grammatical_accuracy2	
22	NULL	_rating_orthography	-1
22	NULL	_rating_orthography2	
22	NULL	_rating_sociolinguistic_appropriateness	-1
22	NULL	_rating_sociolinguistic_appropriateness2	
22	NULL	_rating_vocabulary_control	-1
22	NULL	_rating_vocabulary_control2	
22	NULL	_rating_vocabulary_range	-1
22	NULL	_rating_vocabulary_range2	
22	NULL	_task_formality	
22	NULL	_task_id	2_Jana
22	NULL	_task_topic	napsat odpoved' Jane na jeji email
22	NULL	_task_topic_en	answer to the email of Jana
22	NULL	_task_type	2
22	NULL	_test_language	Czech
22	NULL	_test_level_cefr	B1
22	NULL	_text_type	email
22	NULL	_task_versions	1
23	NULL	_author_id	1015
23	NULL	_author	1015
23	NULL	_author_L1	German
23	NULL	_author_age	not reported
23	NULL	_author_gender	male
23	NULL	_rating_coherence	B1
23	NULL	_rating_coherence2	
23	NULL	_rating_fair_cefr	A2+
23	NULL	_rating_fair_cefr_rough	A2
23	NULL	_rating_general_linguistic_range	B1
23	NULL	_rating_general_linguistic_range2	
23	NULL	_rating_grammatical_accuracy	A2
23	NULL	_rating_grammatical_accuracy2	
23	NULL	_rating_orthography	B1
23	NULL	_rating_orthography2	
23	NULL	_rating_sociolinguistic_appropriateness	A2
23	NULL	_rating_sociolinguistic_appropriateness2	
23	NULL	_rating_vocabulary_control	A2
23	NULL	_rating_vocabulary_control2	
23	NULL	_rating_vocabulary_range	B1
23	NULL	_rating_vocabulary_range2	
23	NULL	_task_formality	
23	NULL	_task_id	3_Jana
23	NULL	_task_topic	
23	NULL	_task_topic_en	
23	NULL	_task_type	2
23	NULL	_test_language	Czech
23	NULL	_test_level_cefr	B1
23	NULL	_text_type	
23	NULL	_task_versions	1
24	NULL	_author_id	PHA0111002B
24	NULL	_author	PHA0111002
24	NULL	_author_L1	Polish
24	NULL	_author_age	2029
24	NULL	_author_gender	female
24	NULL	_rating_coherence	B1
24	NULL	_rating_coherence2	
24	NULL	_rating_fair_cefr	B1
24	NULL	_rating_fair_cefr_rough	B1
24	NULL	_rating_general_linguistic_range	B1
24	NULL	_rating_general_linguistic_range2	
24	NULL	_rating_grammatical_accuracy	B2
24	NULL	_rating_grammatical_accuracy2	
24	NULL	_rating_orthography	B1
24	NULL	_rating_orthography2	
24	NULL	_rating_sociolinguistic_appropriateness	0
24	NULL	_rating_sociolinguistic_appropriateness2	
24	NULL	_rating_vocabulary_control	B2
24	NULL	_rating_vocabulary_control2	
24	NULL	_rating_vocabulary_range	B1
24	NULL	_rating_vocabulary_range2	
24	NULL	_task_formality	
24	NULL	_task_id	A2PS0202_more
24	NULL	_task_topic	popsat fotografii koupani se v mori
24	NULL	_task_topic_en	describe a photo swimming in the sea 
24	NULL	_task_type	2
24	NULL	_test_language	Czech
24	NULL	_test_level_cefr	A2
24	NULL	_text_type	description
24	NULL	_task_versions	1
25	NULL	_author_id	0914
25	NULL	_author	0914
25	NULL	_author_L1	German
25	NULL	_author_age	not reported
25	NULL	_author_gender	male
25	NULL	_rating_coherence	B1
25	NULL	_rating_coherence2	B1
25	NULL	_rating_fair_cefr	A2+
25	NULL	_rating_fair_cefr_rough	A2
25	NULL	_rating_general_linguistic_range	B1
25	NULL	_rating_general_linguistic_range2	B1
25	NULL	_rating_grammatical_accuracy	A2
25	NULL	_rating_grammatical_accuracy2	B1
25	NULL	_rating_orthography	B1
25	NULL	_rating_orthography2	B1
25	NULL	_rating_sociolinguistic_appropriateness	A2
25	NULL	_rating_sociolinguistic_appropriateness2	A2
